Réponse (French),Answer (English),Contenu,(A),(AD),(H),(HD),A,ABS,AD,ALIM,ANAT,ARCH,ART,BOT,ELEM,FRAG,GÉO,H,HD,MQ,NAT,OBJ,PAYS,RADIO,SC,SCÈNE,SEX,SG,VÊT,color_sum,threat_sum,fading_sum,form_sum,kinesthetics_sum
Pas des masses... à la limite un casque de guerrier antique.,Not masses... almost an ancient warrior's helmet.,Obj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Moi qui pensais avoir de l'imagination ! Deux jambes serrées, avec les contours, deux gros croquenots, un peu style B.D.","I thought I had imagination! Two tight legs, with the contours, two big croquenots, a bit comic book style.",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Les deux taches rouges, deux profils qui se regardent : oeil, sourcil, narine.","The two red spots, two profiles looking at each other: eye, eyebrow, nostril.",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elle ne m'inspire pas grand-chose. Une tête d'insecte avec des antennes,She doesn't inspire me much. An insect head with antennae,Ad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ah ! Un sexe de femme,Ah! A woman's penis,Sex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Et en dessous le bout d'un sexe d'homme avec le prépuce remonté... Je n'avais pas fait gaffe.,And below the tip of a man's penis with the foreskin pulled up... I wasn't careful.,Sex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"ça c'est rigolo ! Les taches noires, deux Africaines en train de moudre le mil.","That’s funny! The black spots, two African women grinding millet.",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ça on dirait un peu deux guitares électriques.,It looks a bit like two electric guitars.,Obj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Dans l'autre sens, encore un insecte : tête, mandibules, pattes de chaque côté.","In the other direction, another insect: head, mandibles, legs on each side.",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Dans les deux sens, aussi une tête d'insecte, c'est le côté déchiqueté des formes qui doit faire ça.","In both directions, also an insect head, it's the jagged side of the shapes that must do that.",Ad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Une caricature de la botte italienne,A caricature of the Italian boot,Géo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Une tête de chien avec le museau et les babines,A dog's head with muzzle and lips,Ad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Deux têtes d'éléphants avec la trompe qui monte.,Two elephant heads with rising trunks.,Ad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"En haut, deux têtes de dromadaire avec l'avancée de l'arcade sourcilière.","At the top, two camel heads with the protrusion of the brow bone.",Ad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Un papillon.,A butterfly.,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Une chauve-souris,A bat,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Un goéland qui crie, les ailes ouvertes.","A screaming gull, wings open.",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Un lapin écrasé sur la route, oreilles et pattes","A rabbit crushed on the road, ears and legs",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ça pourrait être une peau de bête, tête, museau, moustache. Je ne vois que des animaux.","it could be an animal skin, head, muzzle, mustache. I only see animals.",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C'est dur de voir un avion à réaction là-dedans.,It's hard to see a jet in there.,Obj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"En haut, deux poings avec le pouce levé.","At the top, two fists with thumbs up.",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Deux personnages qui se tournent le dos. Ils sont de profil, mèche en avant baissant légèrement la tête.","Two characters with their backs to each other. They are in profile, head forward, slightly lowering their heads.",H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Un animal qui saute, qui enjambe quelque chose, un félin.","An animal that jumps, that steps over something, a feline.",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Une fleur d'orchidée,An orchid flower,Bot,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Un sexe de femme avec le pubis.,A woman's penis with pubis.,Sex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"A la limite, les deux taches vertes, des profils d'ours avec la petite oreille.","At the limit, the two green spots, the profiles of a bear with a little ear.",Ad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Un homme qui descend du ciel avec de grandes ailes, qui va atterrir, un cosmonaute. A la place du parachute il y a les ailes.","A man coming down from the sky with big wings, who is going to land, a cosmonaut. Instead of the parachute there are wings.",H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Au milieu un visage dessiné par un enfant : les yeux jaunes, les sourciles, la bouche.","In the middle a face drawn by a child: yellow eyes, eyebrows, mouth.",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"C'est marrant, ce dessin... Quelque chose de... en rapport avec la cosmogonie, la galaxie, un feu d'artifice.","It's funny, this drawing... Something... related to cosmogony, the galaxy, fireworks.",Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"ça pourrait être le visage du diable avec des cornes et, au-dessus un ange, un ange déchu. C'est ésotérique, c'est une vision de l'univers, mais c'est assez joyeux pour les forces du mal.","it could be the face of the devil with horns and, above it, an angel, a fallen angel. It's esoteric, it's a vision of the universe, but it's happy enough for the forces of evil.",(H),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Un sexe de femme. J'aurais pu le dire pour tous les dessins à cause de la pliure. C'est la tache la plus rigolote, d'autres étaient plus strictes, plus inquiétantes.","A woman's penis. I could have said this for all the drawings because of the folding. This is the funniest task, others were stricter, more worrying.",Sex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Argh en plus on peut
 même faire un éléphant, genre la
 trompe, la patte et tout ça, avec
 une espèce de truc là","Argh in addition one can
 even make an elephant, like the trunk
 trunk, the leg and all that, with
 one of these",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ça peut être des chevaux
 aussi","It can be horses
 also",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mais un peu sur la même
 logique, en fait, je vais être
 honnête avec toi, ça m’a fait
 penser à un lapin maintenant je
 suis incapable de te le décrire, ah
 si peut être le nez un peu là
 (montre)
 Ce qui est assez drôle c’est du
 coup que là c’est l’oreille qui
 monte et tout ça, et la patte qui est
 un peu pas du bon côté quoi mais
 humm Au départ quand je pensais à un
 lapin, je ne le pensais pas mort
 (rires) c’est que une fois que
 t’essaies de te poser sur le truc
 que…","But on the same
 logic, in fact, I'll be honest with you
 honest with you, it made me
 reminded me of a rabbit
 unable to describe it to you, ah
 if perhaps the nose a little there
 (watch)
 The funny thing is
 the ear that's going up and
 and all that, and the paw which is
 a bit on the wrong side but
 humm At first, when I thought of a
 rabbit, I didn't think it was dead
 (laughs) it's just that once
 you try to land on the thing
 that..",(A),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Et là dans le sens-là (me
 montre la planche en la regardant
 lui à l’envers de ce qu’il voit) ça
 me fait penser, mais alors c’est
 marrant, parce que c’est pas une
 ombre c’est l’inverse en fait, c’est
 le négatif d’un mec avec un
 chapeau genre Napoléon tu vois,
 et là c’est son col tu vois avec le
 col remonté comme ça (fait les
 geste) pour avoir bien chaud,
 Il a un chapeau genre Napoléon tu
 vois, et derrière tu as la nuit et lui
 il est vachement éclairé au point
 qu’on ne voit pas son visage","And here in this sense (shows me
 shows me the board
 him upside down with what he sees) it
 makes me think, but then it's
 funny, because it's not a
 shadow, it's the opposite, in fact
 the negative of a guy with a hat
 hat like Napoleon, you see,
 and here's his collar, you see, with the
 collar pulled up like this (gestures
 gestures) to keep warm,
 He's wearing a hat like Napoleon, you
 you know, and behind you've got the night and he's
 he's so brightly lit
 you can't see his face",H / Vêt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"Mais en fait, sur le
 principe ça me fait plus penser à
 une peinture, parce qu’en fait t’as
 des trucs qui seraient des…. Et ça
 coule en fait, genre tu vois tu as
 mis la peinture et machin, t’as fait
 ton Napoléon c’est cool et hop ça
 coule en fait (montre le dessous de
 l’image).","But in fact, in principle
 principle, it reminds me more of a painting
 a painting, because in fact you have
 things that would be .... And it
 actually flows, like you know you put the paint
 paint and stuff, you've made
 your Napoleon, it's cool, and then it just
 flows in fact (shows the underside
 image).",Frag / Art,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"Et aussi un éléphant, avec
 les yeux, la trompe là, mais faut
 occulter ça (cache le reste de
 l’image)","And also an elephant, with
 the eyes, the trunk there, but
 obscure that (hides the rest
 image)",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Et alors comme ça, ça
 fait vachement penser à un feu et
 encore plus que tout à l’heure car
 t’as la notion de vent qui va avec
 tu vois,","And then like that, it
 a fire, and even more so
 even more than before, because
 you have the notion of wind that goes with it
 you see,",Elem,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"T’as une petite île où t’as
 plein de fumée qui est émise et tu
 vois t’as trois événements de feu,
 ‘fin tu vois ou genre des
 bourrasques qui fait que ça s’est
 « dissocié » une première qui a
 fait une colonne de fumée là, une
 deuxième là et encore une là.
 T’as la notion de feu avec le vent
 du coup
 Et vu la forme ça peut même être
 un feu de camp en fait. T’as
 vraiment ce côté un peu arrondi-là
 de flamme qui fait ça. Et ça fait
 genre t’essayes de faire des
 signaux de fumée un truc comme
 ça","You've got a little island where you've got
 a lot of smoke is emitted and you
 see three fire events,
 end you see or like
 gusts of wind that cause it to ""dissociate""
 ""dissociated"", the first one
 a column of smoke here, a second
 a second one here and another one there.
 You have the notion of fire with the wind
 now
 And given the shape, it could even be
 a campfire in fact. You've got
 really that slightly rounded side
 of flame. And it's like
 like you're trying to make
 smoke signals or something
 it",Pays/ Elem,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"Et maintenant que j’ai vu
 ça, de l’autre côté je vois
 exactement la même chose. Juste
 le vent est dans l’autre sens quoi Pour le coup je trouve que c’est
 assez joli la façon dont ça a été…
 C’est d’autant plus cohérent avec
 le fait que tu vois la fumée et après
 tout est blanc c’est-à-dire que ton
 feu de camp, c’est drôle parce
 qu’on ne voit pas les flammes,
 encore une incohérence mais il a
 vachement de lumière autour, tu
 vois.
 Après ça c’est surtout de la
 rationalisation parce que ce qu’on
 voit surtout c’est le feu.","And now that I've seen
 this, on the other side I see
 exactly the same thing. Just
 the wind's in the other direction, you see
 pretty the way it was..
 It's all the more coherent with the fact
 the fact that you see the smoke and then
 everything's white, in other words, your
 campfire, it's funny because
 you can't see the flames,
 another inconsistency, but it's got
 a lot of light around it, you
 you see.
 After that, it's mostly
 rationalization because what we
 is the fire.",Elem,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ça me fait penser à un
 voilier aussi, mais alors là ne me
 demande pas où","It reminds me of a
 sailboat too, but then don't ask me
 ask me where",Obj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Je vois et c’est très joli ça
 un mix entre un ours et un chien,
 juste la tronche qui fait ours, mais
 là t’as vraiment des jambes fin’ je
 sais pas en plus comme c’est,
 vraiment bien foutu, là t’as
 l’ombre à l’intérieur celle-ci est
 légèrement plus foncée (montre
 les pattes).","I can see it, and it's very pretty
 a mix between a bear and a dog,
 just the bear face, but
 but you've got really slender legs
 i don't know what it is,
 really well-built, you've got
 the shadow on the inside, this one's
 slightly darker (shows
 the legs).",(A),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
": Donc en fait t’as une
 espèce de rocher là, sur lequel, il
 est en train d’avancer, celle-là (la
 patte) elle est un peu dans le vide
 et genre il atterri de l’autre côté C’est assez joli dans ce sens là",": So in fact you have a
 kind of rock there, on which he's
 is moving forward, this one (the
 paw) is kind of in the void
 and it kind of lands on the other side It's pretty in that sense",Nat / A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"mais une fois encore ça
 me fait penser à un, merde,
 comment dire, un utérus pour le
 coup. Avec les trompes là (montre
 ours),","but then again it
 reminds me of a, shit,
 how do you say, a uterus for the
 uterus. With the tubes there (shows
 bear),",Anat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ça, ça me fait penser à un
 squelette mais je pense que les
 côtés un peu couleur blanche m’y
 fait pas mal penser.
 Squelette un peu bizarre j’en
 conviens
 Là t’as les yeux le nez, ça fait
 genre tête de cerf un peu en
 squelette, un cerf un peu bizarre
 Ça, ça peut être des dents, c’est un
 animal bizarre qui est mi rongeur,
 tu vois parce que tu as les deux
 dents de devant qui font partie du
 squelette, les yeux là et en mode
 ça fait un peu peur, tu vois, parce
 que t’as les yeux je trouve un peu
 chelou, tu vois","That reminds me of a
 skeleton, but I think the
 white sides remind me
 reminds me of it.
 A rather bizarre skeleton, I agree
 agree
 Here you've got the eyes and the nose, it looks
 kind of stag's head, a bit like a
 skeleton, a bit of a weird deer
 This could be teeth, it's a weird animal
 animal that's half rodent,
 you know, because you've got the two
 front teeth that are part of the
 skeleton, the eyes here and
 it's a bit frightening, you see, because
 because I find your eyes a bit
 weird, you know",Squel /Ad,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Ça fait un peu labyrinthe
 de Pan","It's a bit of a maze
 of Pan",Arch / Art,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
": Puis pour le coup, si on
 occulte un peu l’espèce d’ours qui
 saute, en fait, ça fait vachement
 île. Ça me fait penser à l’eau à
 chaque fois avec genre un soleil
 qui se lève, t’as la rosée du matin
 et t’as la zone un peu plus avec les
 îles avec le brouillard d’un côté
 (gris) et le côté soleil qui se lève
 (orange), avec des jolies fleurs et
 au milieu le delta avec un peu
 moins d’humidité et le ciel",": Then, for the time being, if we
 the jumping bear, in fact, it's really
 in fact, it's a real
 island. It makes me think of water
 with, like, the sun coming up
 coming up, you've got the morning dew
 and you've got the area a bit more with the
 islands with the fog on one side
 (gray) and the rising sun side
 (orange), with pretty flowers and
 in the middle the delta with a little
 less humidity and the sky",Pays / Elem / Frag / Bot,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"humhum ; Là si on
 regarde que le blanc, pas les
 couleurs, tu vois deux personnes
 qui sont en train de discuter,
 Là faut vraiment regarder en
 négatif, quoi le blanc avec la table,
 l’environnement,
 C’est méta, tu vois ça pourrait être
 nous (rires)","humhum; There if you
 look only at the white, not the
 colors, you see two people
 having a conversation,
 You really have to look at the
 negative, the white with the table,
 the environment,
 It's meta, you see it could be
 us (laughs)",H / obj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"là tu as genre les yeux
 (montre), il y a quelqu’un qui a un
 masque blanchâtre, les yeux et il a
 un front avec une espèce de grosse
 calotte, ça fait une grosse tête","there you have like eyes
 (shows), there's someone with a whitish
 whitish mask, the eyes and he has
 forehead with a kind of large
 skullcap, it's a big head",H / Mq / vêt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Ça me fait même penser
 un peu au masque japonais un peu,
 les masques que portaient les
 samouraïs, je sais que ça ne
 ressemble pas à ça mais ça me fait
 penser à ça pour effrayer
 typiquement. Mais il a un peu l’air con car je
 sais pas, le choix des couleurs du
 masque sont pas très effrayantes,
 rose, bleu clair comme ça c’est
 très reposant et le rose je trouve
 pas ça très agressif tu vois Et sur le même principe du coup,
 une fois encore, en fait il est
 intéressant celui-là parce qu’il a
 vraiment plein de couleurs, c’est
 pas que les couleurs mais il a plein
 de ….","It even reminds me
 a bit of a Japanese mask,
 the masks worn by the
 samurai wore. I know it doesn't
 look like that, but it makes me think
 like that to scare people
 typically. But he looks a bit stupid because I don't know
 don't know, the choice of colors for the
 mask aren't very scary,
 pink, light blue like this is
 very relaxing and the pink I find
 i don't find the pink very aggressive, you know. And on the same principle then,
 once again, it's actually
 interesting because it's really
 a lot of colors, it's not
 it's not just the colors, but it's full of
 of ....",Mq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Tu vois on peut encore
 retrouver le feu que j’ai évoqué
 avec la couleur qui joue
 énormément mais bon la fumée
 rose c’est un peu chelou quoi
 (orange)","You see, we can still
 the fire I mentioned
 with the color playing
 enormously, but smoke
 pink is a bit weird
 (orange)",Elem / Frag,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Au sens large, il y a
 tellement de têtes genre un raton
 laveur, le côté blanc avec le plus
 foncé au-dessus","In the broadest sense, there are
 so many heads, like a raccoon
 the white side with the darker
 darker one on top",Ad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"La encore des yeux, des
 oreilles, ça me fait penser à un
 panda roux du coup la forme","Again, eyes, ears
 ears, it reminds me of a
 panda, so the shape",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dans ce sens-là, on dirait
 une robe de mariée tu vois, t’as les
 bras, t’as un visage avec les
 cheveux, le visage est un peu mal
 foutu mais t’as les cheveux","In this sense, it looks like
 a wedding dress, you know, you've got the
 arms, you've got a face with
 hair, the face is a little
 but you've got the hair",Vêt / Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Si on va plus loin, ces
 trucs là, ça peut être des ailes
 (montre le vert) et on y revient à
 mon ange","If we go further, these
 could be wings
 (points to the green) and we're back to
 my angel",(Hd),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Après ça peut me faire
 penser à tous les animaux de la
 Terre, ça me fait penser à un
 animal encore. La petite oreille, le nez, la gueule ici, un peu
 bizarroïde","Then it might make me think
 all the animals on Earth
 Earth, it makes me think of one
 animal again. The little ear, the nose, the mouth here, a bit
 weird",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ça (rose), ça m’a fait
 penser, c’est impossible à
 expliquer. Sur les trains à vapeur,
 t’as un asservissement qui a cette
 forme là, ça, ça veut juste dire que
 j’aime bien mon boulot (rire). En
 fait ; C’est les boules de newton
 qu’on appelle ça et hum, en gros
 c’est un truc ça tourne, plus ça
 tourne vite avec le poids, plus ça
 tourne vite, plus ça s’éloigne du
 coup ça ferme la chappe qui
 relâche de la vapeur qui fait que ça
 libère plus de vapeur et comme ça
 libère plus de vapeur ça tourne
 moins vite du coup ça se
 rapproche, comme ça se
 rapproche, ça serre un peu du coup
 ça fait que ça chauffe ça monte en
 pression et ça continue comme ça.
 Mais bon c’est voilà","This (pink) made me think
 impossible to explain
 explain. On steam trains,
 you have a servo that looks like this
 that just means I like my job (laughs)
 i like my job (laughs). At
 actually; it's called Newton's balls
 we call them and um, basically
 it's a spinning thing, the faster it
 faster it spins with the weight, the
 faster it spins, the further away it
 so it closes the tablecloth
 releases steam, so it releases more steam
 releases more steam, and as it releases more steam
 releases more steam, it spins
 slower, so it gets
 closer, and as it
 closer together, it squeezes a little
 it heats up, the pressure rises
 pressure and so on.
 But that's it",obj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"maintenant si mais ça m’a
 pris du temps… mais une vallée
 avec des arbres, une cascade un
 peu au milieu genre hum…
 Initialement ça me faisait penser à
 une vallée mais en fait avec le
 petit truc là légèrement arrondi tu
 voyais le soleil arriver derrière
 dans la vallée.
 Après j’ai vu une cascade et
 effectivement ça, ça peut faire
 penser à de l’eau qui tombe sauf
 que ça n’a rien à voir parce que ce
 n’est pas dans le bon sens mais t’as vraiment ce côté la vallée, les
 arbres, t’as genre ici ça heu…la
 montagne, par contre le soleil
 arrive par
 -là, par contre, il est
 vachement grand le soleil mais il
 n’est pas si éblouissant que ça,
 donc bon voilà","now I do, but it took me
 time... but a valley
 with trees, a waterfall
 a bit in the middle like um..
 Initially, it looked like a valley
 a valley but in fact with the
 slightly rounded thing there, you could see the sun
 see the sun coming up behind
 into the valley.
 Then I saw a waterfall and
 actually, that might make you think
 might make you think of falling water
 it's got nothing to do with that because it's
 is not in the right direction but you really have this side of the valley, trees
 trees, you've got like here this uh...the
 mountain, but the sun
 comes through
 -there, on the other hand, it's
 really big sun but it's not
 but it's not that dazzling,
 so there you go",Pays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Là je vais un peu plus loin
 en termes d’interprétation, là en
 fait j’ai l’impression qu’il y a
 quelqu’un allongé avec un lit
 remonté et quelqu’un qui est
 comme ça (s’appuie avec ses
 coudes sur la table) à côté, tu vois,
 et du coup la scène que j’interprète
 c’est que là t’as un troisième
 personnage, trois couleurs trois
 personnages
 Celui
 -là est plus proche, avec une
 grosse tête tu vois, c’est un enfant
 Là c’est un adulte (vert) , un
 adulte qui borde le mourant, et le
 gosse qui est à côté qui regarde la
 scène.
 et un autre adulte (orange), là je le
 vois comme un adulte mourant
 (orange), Ce qui est assez drôle, je pense
 que c’est le jeu des couleurs qui
 fait ça, c’est peut être cliché mais
 je vois un homme (vert), une
 femme (orange), et
 paradoxalement, je vois un petit
 garçon
 Je pense que c’est parce que ça me
 rappelle une scène que j’ai déjà vu
 en l’occurrence, mais les genres là
 ils sont inversés c’était ma tante
 qui bordait mon arrière-grand-père je crois, une grande tante que je
 connais à peine.","Here I'm going a step further
 in terms of interpretation
 i actually have the impression that there's
 someone lying on a bed
 and someone who is
 like this (leaning
 elbows on the table) next to it, you see,
 and so the scene I'm interpreting
 is that there's a third character
 character, three colors three
 characters
 This one
 -is closer, with a big head
 big head, you see, it's a child
 This one is an adult (green)
 the dying man, and the kid
 kid next to him, watching the
 the scene.
 and another adult (orange)
 i see him as a dying adult
 (orange), which is quite funny, I think
 that it's the play of colors that
 it's maybe cliché but I see a man (green)
 i see a man (green), a
 woman (orange), and
 paradoxically, I see a little
 boy
 I think it's because it reminds me of a scene
 reminds me of a scene I've seen before
 in this case, but the genders are reversed
 they're reversed it was my aunt
 my great-grandfather, a great aunt I hardly know
 barely know.",H / Obj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"Cette zone-là, une fois
 encore, de t’façon je crois qu’on
 voit toujours un peu la même,
 chose, mais là avec le choix des
 couleurs, on dirait vraiment une île
 et c’est pour le coup assez joli car
 les couleurs commencent à
 vraiment devenir intéressantes.
 T’as vraiment l’île avec le début
 du bout de orange et tout ça, t’as
 vraiment la mer et le ciel mais qui
 sont un peu embrumés tout ça
 vraiment très joli Voilà
 C’est marrant parce qu’ils ne
 mettent de la couleur qu’à la fin,","This area, once again
 again, in any case I think we always
 always see a bit of the same,
 thing, but here with the choice of
 colors, it really looks like an island
 and it's actually quite pretty because
 the colors are starting
 interesting.
 You've really got the island with the beginning
 of the orange tip and all that, you've got
 really the sea and the sky
 a little misty and all that
 really pretty Voilà
 It's funny because they only
 color at the end,",Pays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"Ça me fait penser à une
 mouche, non à un moustique
 plutôt, genre la trompe super fine,
 avec les gros yeux","It reminds me of a
 fly, more like a mosquito
 more like a super-thin proboscis,
 with big eyes",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
